lemma,POS,ipm,freq
нәтиҗәле,adj,"154,9307155",3835
якынча,adv,"154,9307155",3835
караш,n,"154,0823335",3814
юбилей,n,"153,961136",3811
әңгәмә,n,"153,7995394",3807
каршында,post,"153,7187412",3805
минут,n,"153,7187412",3805
кайсы,det,"153,0319557",3788
конгресс,n,"152,5875651",3777
хатын,n,"152,5875651",3777
ныгыт,v,"151,8199814",3758
күренекле,adj,"151,7795823",3757
рухи,adj,"151,6583848",3754
кама,n,"151,5371874",3751
делегация,n,"151,4563891",3749
ата-ана,n,"151,0927968",3740
техник,adj,"151,0119985",3738
һөнәри,adj,"150,4060114",3723
кызганыч,adj,"150,284814",3720
кирәкле,adj,"149,8808225",3710
тәэсир,n,"149,5980285",3703
алда,adv,"149,1132388",3691
телефон,n,"148,9112431",3686
округ,n,"148,6284491",3679
куркыныч,adj,"148,5880499",3678
берләштер,v,"148,4668525",3675
сына,v,"147,3356765",3647
хис,n,"146,7700885",3633
эшмәкәр,n,"146,4872945",3626
автобус,n,"146,2045005",3619
үлгән,adj,"145,9621056",3613
катнашу,n,"145,6793116",3606
язмыш,n,"145,6389125",3605
кисәт,v,"145,3157193",3597
рәссам,n,"145,234921",3595
өстәл,n,"145,234921",3595
милек,n,"145,1541227",3593
урман,n,"145,1541227",3593
бөтенроссия,adj,"144,386539",3574
мөфти,n,"144,0229467",3565
вәгъдә,n,"143,7401527",3558
станция,n,"143,6189553",3555
төрки,adj,"143,5785561",3554
бастыр,v,"143,2149638",3545
гариза,n,"142,8513716",3536
мирас,n,"142,4473801",3526
финансла,v,"142,406981",3525
төньяк,n,"142,3261827",3523
атом,n,"142,2049853",3520
җирлек,n,"142,0029895",3515
ремонт,n,"141,841393",3511
адым,n,"141,4374015",3501
буш,adj,"141,2354058",3496
көньяк,n,"141,1546075",3494
истәлек,n,"140,7910152",3485
кыска,adj,"140,7910152",3485
һ.б.,abbr,"140,5082212",3478
капиталь,adj,"140,2658264",3472
электр,n,"139,9022341",3463
журнал,n,"139,3770452",3450
гарәп,n,"139,2962469",3448
катлаулы,adj,"139,1346503",3444
хупла,v,"138,8114572",3436
бераз,adv,"138,20547",3421
эшлекле,adj,"137,8014786",3411
алты,num,"137,7206803",3409
сату,adj,"137,639882",3407
дан,n,"137,5994829",3406
база,n,"137,5186846",3404
сарай,n,"137,2358906",3397
ит,n,"137,074294",3393
тара,v,"136,7511009",3385
тәрбия,n,"136,225912",3372
җылы,adj,"136,1047146",3369
каты,adj,"135,9027189",3364
сезон,n,"135,6199249",3357
түрә,n,"135,6199249",3357
агач,n,"135,2967317",3349
ышаныч,n,"135,2563326",3348
ниндидер,adj,"134,8927403",3339
төзекләндер,v,"134,811942",3337
көнбатыш,n,"134,4079506",3327
кызыксын,v,"133,96356",3316
сәләтле,adj,"133,7615643",3311
кием,n,"133,4383711",3303
премия,n,"132,832384",3288
имам,n,"132,6707874",3284
җәйге,adj,"132,1859977",3272
милли-мәдәни,adj,"131,6204096",3258
пункт,n,"131,4184139",3253
кайдан,adv,"131,2164182",3248
участок,n,"131,1760191",3247
җаваплы,adj,"131,1356199",3246
тый,v,"131,0548216",3244
җыен,v,"131,0144225",3243
түгәрәк,adj,"130,6508302",3234
һәрвакыт,adv,"130,5700319",3232
иҗади,adj,"130,4084353",3228
рух,n,"130,4084353",3228
куркынычсызлык,n,"130,1660405",3222
фаразла,v,"129,9236456",3216
доллар,n,"129,5600533",3207
кадр,n,"129,5600533",3207
кичер,v,"129,3580576",3202
ташла,v,"129,3580576",3202
үзән,n,"129,1560619",3197
белдерүенчә,cnjadv,"128,630873",3184
һәркем,prn,"128,4288773",3179
тантаналы,adj,"127,6208944",3159
төрек,n,"127,0957056",3146
туризм,n,"127,0553064",3145
башлангыч,adj,"126,6917141",3136
туй,n,"126,2877227",3126
китапханә,n,"126,0049287",3119
зарур,adj,"125,8837313",3116
сиз,v,"125,8433321",3115
традиция,n,"125,8433321",3115
вазыйфа,n,"125,2777441",3101
төгәл,adj,"125,0353493",3095
ир,n,"124,671757",3086
буйлап,post,"124,5909587",3084
төзе,v,"124,2273664",3075
өйрәт,v,"124,2273664",3075
алай,adv,"123,7021775",3062
чыганак,n,"123,5001818",3057
дуслык,n,"123,3385852",3053
үзенчәлекле,adj,"123,1769886",3049
тыныч,adj,"123,0961904",3047
терлек,n,"122,5306024",3033
турнир,n,"122,5306024",3033
физик,adj,"122,5306024",3033
тынычлык,n,"122,4094049",3030
торыш,n,"122,1670101",3024
ат,v,"122,0862118",3022
һаман,adv,"121,9650143",3019
пенсия,n,"121,8438169",3016
культура,n,"121,6822203",3012
теләгән,adj,"121,4398255",3006
кискен,adj,"121,3590272",3004
табигать,n,"121,3590272",3004
үзгәр,v,"121,2378298",3001
хәйрия,n,"121,1570315",2999
бәйлә,v,"120,9954349",2995
санлы,adj,"120,9550358",2994
курс,n,"119,9450572",2969
тыңла,v,"119,8642589",2967
җыелыш,n,"119,7834606",2965
административ,adj,"119,621864",2961
имтихан,n,"119,5410657",2959
керү,n,"119,5006666",2958
берләшмә,n,"119,4602674",2957
телевидение,n,"119,3794692",2955
төрмә,n,"119,1774734",2950
җитәклә,v,"118,6118854",2936
ясау,n,"118,5714863",2935
файдалы,adj,"118,5310871",2934
рәт,n,"118,3694906",2930
каршындагы,post,"117,7231043",2914
җәза,n,"117,4403103",2907
күпме,det,"117,3999111",2906
соңыннан,adv,"116,9555205",2895
градус,n,"116,7131257",2889
бүлмә,n,"116,51113",2884
киңәш,n,"116,2687351",2878
намаз,n,"116,228336",2877
әдәби,adj,"116,1879368",2876
урнаштыру,n,"116,0667394",2873
зона,n,"116,0263402",2872
беркем,prn,"115,9859411",2871
югалт,v,"115,6627479",2863
яңалык,n,"115,5415505",2860
ир-ат,n,"115,5011514",2859
дистә,n,"115,4607522",2858
тирән,adj,"115,3799539",2856
канал,n,"115,2991557",2854
финал,n,"115,2587565",2853
активист,n,"114,8951642",2844
чәчәк,n,"114,5719711",2836
эшкәртү,n,"114,5719711",2836
мәгънә,n,"114,4911728",2834
очкыч,n,"114,3699754",2831
вафат,n,"113,9659839",2821
кар,n,"113,9659839",2821
аяк,n,"113,8851856",2819
йогынты,n,"113,4003959",2807
халиков,n,"113,1984002",2802
сабан,n,"112,9156062",2795
язучы,n,"112,6732113",2789
гаскәр,n,"112,4308165",2783
тырышлык,n,"112,309619",2780
армия,n,"111,9056276",2770
камил,adj,"111,461237",2759
озат,v,"111,3400396",2756
сәхифә,n,"111,0168464",2748
көрәш,v,"110,9764473",2747
саф,n,"110,895649",2745
форма,n,"110,6532542",2739
яхшырт,v,"110,5724559",2737
элеккеге,adj,"110,2492627",2729
азак,n,"110,047267",2724
әйләнеш,n,"109,6432756",2714
парк,n,"109,5220781",2711
гел,adv,"109,4008807",2708
суз,v,"109,4008807",2708
кайда,adv,"109,2392841",2704
яра,v,"109,1180867",2701
тоткарла,v,"109,0776876",2700
яшүсмер,n,"108,916091",2696
базар,n,"108,4717004",2685
үзенчәлек,n,"107,8253141",2669
ысул,n,"107,784915",2668
бизнес,n,"107,6233184",2664
көнчыгыш,adj,"107,6233184",2664
билге,n,"107,4617218",2660
ишет,v,"107,4617218",2660
табигый,adj,"107,4617218",2660
уңайлы,adj,"107,3001252",2656
штат,n,"107,0173312",2649
исемлә,v,"106,7345372",2642
кан,n,"106,4921424",2636
әти,n,"106,4517432",2635
и,v,"106,3305458",2632
тиздән,adv,"106,3305458",2632
нигезлә,v,"106,2901466",2631
тулаем,adv,"106,0477518",2625
былтыр,adv,"105,9669535",2623
лаеклы,adj,"105,8457561",2620
бәхет,n,"105,7649578",2618
олимпия,adj,"105,5629621",2613
эшче,adj,"105,4821638",2611
сумлык,adj,"105,4013655",2609
берәр,det,"105,2801681",2606
атказанган,adj,"105,1993698",2604
проектла,v,"105,1589706",2603
уят,v,"104,3105886",2582
йомгак,n,"104,2297903",2580
коррупция,n,"104,1893912",2579
э,ltr,"104,1085929",2577
шимбә,n,"104,0681938",2576
ялган,n,"103,9469963",2573
җиде,num,"103,9469963",2573
азык,n,"103,9065972",2572
сәләт,n,"103,5430049",2563
фатир,n,"103,5430049",2563
бушлай,adj,"103,4622066",2561
күпләп,adv,"103,30061",2557
тәүлек,n,"103,30061",2557
кибет,n,"103,1390135",2553
футбол,n,"102,9370177",2548
җомга,n,"102,735022",2543
сөйләшү,n,"102,4118289",2535
төн,n,"102,4118289",2535
юнәлт,v,"102,2098332",2530
барыбер,adv,"101,7250434",2518
тәрҗемә,n,"101,5634469",2514
йолдыз,n,"101,0786571",2502
инглиз,adj,"100,4322708",2486
өстенлек,n,"100,2302751",2481
гадел,adj,"100,1494768",2479
көндез,adv,"99,94748111",2474
хоккей,n,"99,78588454",2470
мәхрүм,adj,"99,7454854",2469
себер,v,"99,7454854",2469
теге,adj,"99,70508625",2468
яисә,cnjcoo,"99,66468711",2467
җәй,n,"99,30109482",2458
һәрбер,det,"99,0990991",2453
ярала,v,"98,89710338",2448
конституция,n,"98,81630509",2446
чемпион,n,"98,77590595",2445
ирекле,adj,"98,49311195",2438
төмән,num,"98,25071708",2432
мәҗлес,n,"98,21031794",2431
торгыз,v,"98,08912051",2428
иртәнге,adj,"97,88712479",2423
истәлекле,adj,"97,88712479",2423
мәкалә,n,"97,84672565",2422
мөдир,n,"97,80632651",2421
җиһаз,n,"97,60433079",2416
дүшәмбе,n,"97,36193593",2410
ишек,n,"97,36193593",2410
палата,n,"97,32153678",2409
хан,n,"97,15994021",2405
матди,adj,"96,91754535",2399
сыйфатлы,adj,"96,8771462",2398
берләш,v,"96,79634792",2396
массакүләм,adj,"96,71554963",2394
кабат,adv,"96,19036076",2381
бәйсез,adj,"96,14996162",2380
гүзәл,adj,"96,06916333",2378
җыелма,adj,"95,78636933",2371
өметлән,v,"95,6651719",2368
тапкыр,n,"95,50357532",2364
дәгъва,n,"95,26118046",2358
кризис,n,"95,0187856",2352
семинар,n,"94,85718903",2348
җылылык,n,"94,85718903",2348
кыйммәтле,adj,"94,53399588",2340
ярдәмче,n,"94,41279845",2337
мәхәббәт,n,"94,29160102",2334
чама,n,"94,25120187",2333
утырт,v,"94,04920616",2328
бергәләп,adv,"93,8068113",2322
кызыксыну,n,"93,8068113",2322
мохит,n,"93,64521472",2318
тамаша,adj,"93,56441643",2316
көчлә,v,"93,36242072",2311
эшләүче,n,"93,36242072",2311
ризык,n,"93,160425",2306
нәзарәт,n,"93,12002586",2305
Әхмәтов,np,"92,87763099",2299
бар,n,"92,35244213",2286
мәшгульлек,n,"92,02924898",2278
ниятлә,adj,"91,90805155",2275
озынлык,n,"91,78685412",2272
оныт,v,"91,38286268",2262
якшәмбе,n,"91,38286268",2262
алдынгы,adj,"91,3020644",2260
рәсем,n,"91,3020644",2260
вәзгыять,n,"91,01927039",2253
профессор,n,"90,97887125",2252
таң,n,"90,97887125",2252
буена,post,"90,9384721",2251
гадәти,adj,"90,89807296",2250
йөк,n,"90,89807296",2250
бәйсезлек,n,"90,73647639",2246
тәүге,adj,"90,45368238",2239
бирүче,n,"90,21128752",2233
өстәрәк,adv,"89,84769523",2224
балык,n,"89,7264978",2221
чуваш,n,"89,68609865",2220
әһәмиятле,adj,"89,0801115",2205
урта,n,"89,03971236",2204
жюри,n,"88,75691835",2197
химия,n,"88,51452349",2191
губернатор,n,"88,39332606",2188
композитор,n,"88,35292692",2187
сабантуй,n,"88,31252777",2186
җай,n,"88,1509312",2182
язгы,adj,"88,07013291",2180
бозу,n,"87,94893548",2177
кач,v,"87,8681372",2175
якты,adj,"87,8681372",2175
янә,adv,"87,82773805",2174
бердәнбер,adj,"87,5045449",2166
кат,n,"87,10055347",2156
ниятлә,v,"87,06015432",2155
өлгер,v,"87,06015432",2155
диңгез,adj,"87,01975518",2154
кәгазь,n,"87,01975518",2154
млрд,abbr,"86,85815861",2150
актуаль,adj,"86,65616289",2145
хәтер,n,"86,65616289",2145
протест,n,"86,61576375",2144
хаҗ,n,"86,41376803",2139
киресенчә,adv,"86,33296974",2137
салават,n,"86,09057488",2131
ният,n,"86,00977659",2129
факт,n,"85,96937745",2128
казаныш,n,"85,80778088",2124
салкын,adj,"85,80778088",2124
мәйданчык,n,"85,68658344",2121
квадрат,n,"85,56538601",2118
экология,n,"85,20179372",2109
сугышчы,n,"85,12099543",2107
кол,n,"84,75740314",2098
моңарчы,adv,"84,63620571",2095
ки,cnjsub,"84,31301256",2087
аллаһ,n,"84,03021856",2080
кайчан,adv,"84,03021856",2080
башкаручы,n,"83,90902113",2077
кино,n,"83,90902113",2077
ярминкә,n,"83,74742455",2073
факультет,n,"83,66662627",2071
яклы,adj,"83,66662627",2071
штраф,n,"83,50502969",2067
үзләштер,v,"83,26263483",2061
күрше,adj,"83,1414374",2058
коръән,n,"83,10103826",2057
кузгат,v,"82,89904254",2052
мәдрәсә,n,"82,73744597",2048
җан,n,"82,65664768",2046
инвестор,n,"82,61624854",2045
ректор,n,"82,57584939",2044
кушма,adj,"82,53545025",2043
статус,n,"82,4950511",2042
ватандаш,n,"82,29305539",2037
абый,n,"82,2122571",2035
килеш,n,"81,96986224",2029
малай,n,"81,84866481",2026
җиһазла,v,"81,84866481",2026
канәгать,adj,"81,72746738",2023
байлык,n,"81,60626995",2020
тыгыз,adj,"81,52547166",2018
бирегә,adv,"81,48507252",2017
ипотека,n,"81,48507252",2017
сер,n,"81,32347594",2013
секретарь,n,"81,24267766",2011
турыдан-туры,adj,"81,16187937",2009
ашлык,n,"81,04068194",2006
архитектура,n,"80,91948451",2003
чакрым,n,"80,91948451",2003
әйбәт,adj,"80,79828708",2000
операция,n,"80,71748879",1998
яраткан,adj,"80,71748879",1998
җәмгыять,adj,"80,59629136",1995
нәшер,n,"80,3538965",1989
кандидат,n,"80,31349735",1988
олимпиада,n,"79,99030421",1980
бие,v,"79,94990506",1979
килү,n,"79,90950592",1978
мәҗбүри,adj,"79,74790934",1974
вакытлы,adj,"79,62671191",1971
прокурор,n,"79,62671191",1971
рәхмәт,n,"79,62671191",1971
кыш,n,"79,54591363",1969
традицион,adj,"79,50551448",1968
ягулык,n,"79,22272048",1961
юридик,adj,"79,10152305",1958
кырымтатар,n,"78,98032562",1955
сак,adj,"78,45513675",1942
ар,n,"78,41473761",1941
киңәйт,v,"78,37433846",1940
ашыгыч,adj,"78,33393932",1939
америка,adj,"78,25314103",1937
авырлык,n,"78,09154446",1933
апа,n,"78,09154446",1933
кредит,n,"78,09154446",1933
мәнфәгать,n,"78,05114532",1932
аш,n,"77,88954874",1928
күңелле,adj,"77,88954874",1928
я,cnjcoo,"77,72795217",1924
ярым,n,"77,56635559",1920
дару,n,"77,44515816",1917
уенчы,n,"77,04116673",1907
ихтыяҗ,n,"76,63717529",1897
исән,adj,"76,59677615",1896
сигез,num,"76,43517957",1892
буй,n,"76,39478043",1891
ки,v,"76,19278471",1886
макта,v,"76,11198643",1884
инфраструктура,n,"76,03118814",1882
ку,v,"75,990789",1881
Әхмәт,np,"75,990789",1881
фикерлә,v,"75,90999071",1879
бию,n,"75,82919242",1877
доклад,n,"75,66759585",1873
оша,v,"75,6271967",1872
коткар,v,"75,58679756",1871
тизлек,n,"75,46560013",1868
талант,n,"75,22320527",1862
товар,n,"74,85961298",1853
сәяхәт,n,"74,73841555",1850
авыру,adj,"74,61721811",1847
кайнар,adj,"73,89003353",1829
кайгырт,v,"73,7688361",1826
дәрәҗәле,adj,"73,72843696",1825
буа,n,"73,68803781",1824
профессиональ,adj,"73,64763867",1823
маддә,n,"73,40524381",1817
калдык,n,"73,32444552",1815
идея,n,"73,28404638",1814
тән,n,"73,28404638",1814
гыйбарәт,adj,"73,08205066",1809
өз,v,"73,04165152",1808
чишмә,n,"73,00125237",1807
тамыр,n,"72,79925666",1802
хәләл,adj,"72,63766008",1798
илкүләм,adj,"72,59726094",1797
вакытлыча,adj,"72,55686179",1796
мактаулы,adj,"72,35486608",1791
байтак,adj,"72,03167293",1783
ныклы,adj,"72,03167293",1783
тигез,adj,"72,03167293",1783
тамаша,n,"71,9104755",1780
фильм,n,"71,9104755",1780
ведомство,n,"71,46608492",1769
бәян,n,"71,42568578",1768
гаепле,adj,"71,18329091",1762
сәламәт,adj,"71,14289177",1761
таныш,adj,"70,90049691",1755
беркайчан,adv,"70,77929948",1752
билгесез,adj,"70,65810205",1749
тамашачы,n,"70,6177029",1748
билгеләү,n,"70,57730376",1747
өстенлекле,adj,"70,41570719",1743
яңарт,v,"70,17331233",1737
бәрелеш,n,"69,93091746",1731
матдә,n,"69,93091746",1731
опера,n,"69,85011918",1729
билә,v,"69,80972003",1728
террор,n,"69,72892175",1726
километр,n,"69,64812346",1724
рамазан,n,"69,60772432",1723
боз,n,"69,52692603",1721
шартлау,n,"69,36532946",1717
әнис,n,"69,36532946",1717
ризасызлык,n,"69,16333374",1712
демократик,adj,"69,00173716",1708
яз,n,"69,00173716",1708
тискәре,adj,"68,88053973",1705
эзләү,n,"68,84014059",1704
кыйммәт,n,"68,79974145",1703
мөгаен,ij,"68,7593423",1702
ник,adv,"68,7593423",1702
чиста,adj,"68,7593423",1702
кыен,adj,"68,43614915",1694
хәер,n,"68,43614915",1694
катлы,adj,"68,31495172",1691
дәвалау,n,"68,23415344",1689
алым,n,"68,11295601",1686
риза,adj,"68,11295601",1686
структура,n,"67,91096029",1681
ихлас,adj,"67,87056114",1680
нибары,adv,"67,66856543",1675
музыкаль,adj,"67,46656971",1670
киңәшче,n,"67,42617057",1669
берни,prn,"67,38577142",1668
старт,n,"67,34537228",1667
керем,n,"67,14337656",1662
пикет,n,"66,82018341",1654
инновацион,adj,"66,73938513",1652
вәкаләтле,adj,"66,65858684",1650
тәкъдир,n,"66,65858684",1650
законсыз,adj,"66,61818769",1649
популяр,adj,"66,57778855",1648
озын,adj,"66,41619198",1644
әйе,ij,"66,41619198",1644
хас,adj,"66,33539369",1642
шамил,adj,"66,21419626",1639
беррәттән,post,"66,17379712",1638
торак,n,"65,93140225",1632
сала,n,"65,89100311",1631
эшче,n,"65,89100311",1631
дучар,adj,"65,48701168",1621
бәрәңге,n,"65,40621339",1619
кая,adv,"65,36581424",1618
таян,v,"65,36581424",1618
гореф-гадәт,n,"65,28501596",1616
урла,v,"65,28501596",1616
нокта,n,"65,20421767",1614
вә,cnjcoo,"65,12341938",1612
кратер,n,"65,08302024",1611
кремль,n,"65,08302024",1611
ассоциация,n,"65,0426211",1610
икмәк,n,"65,00222195",1609
күркәм,adj,"65,00222195",1609
аппарат,n,"64,84062538",1605
кич,v,"64,84062538",1605
тиен,n,"64,75982709",1603
лауреат,n,"64,71942795",1602
уң,adj,"64,6790288",1601
драма,n,"64,51743223",1597
мохтаҗ,adj,"64,31543651",1592
үтерелгән,adj,"64,23463823",1590
заказ,n,"64,1134408",1587
кампания,n,"64,07304165",1586
милләтара,adj,"63,83064679",1580
нур,n,"63,83064679",1580
атаклы,adj,"63,58825193",1574
берәү,prn,"63,22465964",1565
иртән,adv,"63,22465964",1565
капла,v,"63,22465964",1565
тур,n,"62,86106735",1556
филиал,n,"62,69947077",1552
каза,n,"62,61867248",1550
фольклор,n,"62,5378742",1548
көндәш,n,"62,45707591",1546
кышкы,adj,"62,29547934",1542
ҖЧҖ,abbr,"62,29547934",1542
бердәмлек,n,"62,21468105",1540
тагы,adv,"62,21468105",1540
тукта,v,"62,21468105",1540
җыентык,n,"62,21468105",1540
телле,adj,"62,09348362",1537
шик,n,"62,09348362",1537
ремонтла,v,"61,93188704",1533
наркотик,n,"61,8914879",1532
килограмм,n,"61,72989133",1528
тау,n,"61,68949218",1527
үзидарә,n,"61,6086939",1525
почта,n,"61,56829475",1524
максатчан,adj,"61,16430332",1514
быел,n,"61,00270674",1510
кирәкми,ij,"60,9623076",1509
сарыф,n,"60,92190846",1508
стандарт,n,"60,88150931",1507
бүлекчә,n,"60,84111017",1506
ураза,n,"60,84111017",1506
төнлә,adj,"60,80071102",1505
адрес,n,"60,71991274",1503
камилләштер,v,"60,63911445",1501
калып,n,"60,43711873",1496
коллегия,n,"60,43711873",1496
көзге,n,"60,3159213",1493
чистарт,v,"60,27552216",1492
демократия,n,"60,11392558",1488
иртә,adj,"60,07352644",1487
каләм,n,"60,07352644",1487
һәлакәт,n,"59,99272815",1485
кылган,n,"59,87153072",1482
этәргеч,n,"59,87153072",1482
һичшиксез,adv,"59,79073244",1480
бат,v,"59,70993415",1478
илче,n,"59,66953501",1477
акт,n,"59,62913586",1476
премьер,n,"59,58873672",1475
тауар,n,"59,58873672",1475
битараф,adj,"59,50793843",1473
күчмә,adj,"59,50793843",1473
чиркәү,n,"59,46753929",1472
бәхәс,n,"59,386741",1470
көнлек,adj,"59,386741",1470
әти-әни,n,"59,34634186",1469
имеш,ij,"59,22514443",1466
омтыл,v,"59,22514443",1466
стадион,n,"59,22514443",1466
йомгакла,v,"59,18474528",1465
кодекс,n,"59,06354785",1462
кызык,adj,"59,06354785",1462
акчалата,adv,"59,02314871",1461
портал,n,"59,02314871",1461
таныт,v,"58,90195128",1458
дөньякүләм,adj,"58,78075385",1455
ятим,n,"58,57875813",1450
ташы,v,"58,53835899",1449
сирәк,adj,"58,49795984",1448
язу,n,"58,4575607",1447
яңгыр,n,"58,41716156",1446
һөнәр,n,"58,29596413",1443
гаммәви,adj,"58,01317012",1436
агросәнәгать,n,"57,93237183",1434
йөртүче,n,"57,89197269",1433
балигъ,adj,"57,77077526",1430
эшмәкәрлек,n,"57,64957783",1427
бәйләнеш,n,"57,56877954",1425
тотрыклы,adj,"57,36678382",1420
оч,v,"57,24558639",1417
шикәр,n,"57,12438896",1414
центнер,n,"56,92239325",1409
аермалы,adj,"56,8819941",1408
стратегик,adj,"56,8819941",1408
маршрут,n,"56,84159496",1407
экологик,adj,"56,84159496",1407
төбәкара,adj,"56,76079667",1405
аркылы,n,"56,5992001",1401
һич,adv,"56,47800267",1398
категория,n,"56,31640609",1394
оператив,adj,"56,23560781",1392
ат,n,"56,15480952",1390
йөрәк,n,"56,11441037",1389
микән,qst,"56,11441037",1389
шәхсән,adv,"56,11441037",1389
көнчыгыш,n,"56,07401123",1388
патша,n,"55,9528138",1385
югал,v,"55,9528138",1385
хокукый,adj,"55,87201551",1383
аңлатма,n,"55,83161637",1382
көмеш,n,"55,54882236",1375
бабай,n,"55,46802408",1373
туфан,n,"55,46802408",1373
кешелек,n,"55,22562922",1367
Үзбәкстан,np,"55,22562922",1367
авыз,n,"55,18523007",1366
көнкүреш,n,"55,18523007",1366
булмау,n,"55,10443179",1364
абруй,n,"55,0236335",1362
акыл,n,"55,0236335",1362
туристлык,n,"55,0236335",1362
әни,n,"54,90243607",1359
коммуналь,adj,"54,70044035",1354
американ,n,"54,61964206",1352
сабый,n,"54,57924292",1351
шикаять,n,"54,57924292",1351
әйләнә-тирә,n,"54,33684806",1345
белдерү,n,"54,25604977",1343
митинг,n,"54,17525148",1341
таш,adj,"54,0944532",1339
режиссер,n,"54,05405405",1338
зарурлык,n,"53,97325577",1336
чынлап,adv,"53,93285662",1335
кадәрге,adj,"53,89245748",1334
шунлыктан,cnjadv,"53,89245748",1334
чакырылыш,n,"53,81165919",1332
егерме,num,"53,65006262",1328
табиб,n,"53,60966348",1327
кабатла,v,"53,28647033",1319
эшкәрт,v,"53,28647033",1319
гафу,n,"53,20567204",1317
көз,n,"53,08447461",1314
программала,v,"53,08447461",1314
лилия,n,"53,04407547",1313
пәйда,n,"52,96327718",1311
уй,n,"52,96327718",1311
чынлык,n,"52,96327718",1311
гомум,n,"52,84207975",1308
нәфис,adj,"52,84207975",1308
компьютер,n,"52,8016806",1307
кубок,n,"52,72088232",1305
лига,n,"52,64008403",1303
акыллы,adj,"52,59968489",1302
терлекчелек,n,"52,5188866",1300
мәгълүмати,adj,"52,43808831",1298
юллама,n,"52,43808831",1298
педагог,n,"52,35729003",1296
ышанычлы,adj,"52,35729003",1296
курк,v,"52,23609259",1293
күрү,n,"52,23609259",1293
матч,n,"52,19569345",1292
температура,n,"52,19569345",1292
табыш,n,"52,15529431",1291
бәхетле,adj,"52,11489516",1290
эч,v,"52,11489516",1290
координата,n,"51,95329859",1286
конкрет,adj,"51,83210116",1283
куркыныч,n,"51,83210116",1283
барак,n,"51,67050459",1279
гали,adj,"51,63010544",1278
дога,n,"51,5897063",1277
ихтимал,adj,"51,54930715",1276
катгый,adj,"51,54930715",1276
яшерен,adj,"51,54930715",1276
инспектор,n,"51,46850887",1274
тәгалә,n,"51,42810972",1273
делегат,n,"51,26651315",1269
планета,n,"51,26651315",1269
кыенлык,n,"51,14531572",1266
энергетика,n,"51,10491658",1265
капитал,n,"51,06451743",1264
адвокат,n,"50,98371915",1262
ниһаять,ij,"50,98371915",1262
доктор,n,"50,86252171",1259
теләктәшлек,n,"50,86252171",1259
исерек,adj,"50,660526",1254
потенциал,n,"50,62012685",1253
тулай,adj,"50,62012685",1253
пәйгамбәр,n,"50,37773199",1247
дәлиллә,v,"50,33733285",1246
тикшерен,v,"50,25653456",1244
дошман,n,"50,21613542",1243
алман,n,"49,93334141",1236
белгечлек,n,"49,93334141",1236
тәнкыйть,n,"49,93334141",1236
төп,n,"49,85254313",1234
якташ,n,"49,85254313",1234
балет,n,"49,77174484",1232
җирлә,v,"49,77174484",1232
хәзер,n,"49,69094655",1230
аэропорт,n,"49,65054741",1229
искиткеч,adj,"49,61014826",1228
шушы,prn,"49,56974912",1227
филология,n,"49,44855169",1224
гаять,adv,"49,40815255",1223
сөй,v,"49,3677534",1222
кораллы,adj,"49,28695512",1220
чиш,v,"49,28695512",1220
айлык,adj,"49,16575769",1217
саба,n,"49,0849594",1215
җәрәхәт,n,"48,88296368",1210
эшләнмә,n,"48,84256454",1209
урысча,adv,"48,80216539",1208
мөгаллим,n,"48,76176625",1207
уникаль,adj,"48,72136711",1206
тугыз,num,"48,64056882",1204
коллектив,adj,"48,60016968",1203
күләмле,adj,"48,60016968",1203
инвалид,n,"48,55977053",1202
эчтәлек,n,"48,4385731",1199
асыл,n,"48,39817396",1198
күпер,n,"48,31737567",1196
мәктәпкәчә,adj,"48,31737567",1196
күл,n,"48,23657738",1194
шатлык,n,"47,99418252",1188
өлге,n,"47,99418252",1188
дәвер,n,"47,79218681",1183
реаль,adj,"47,71138852",1181
талибан,n,"47,54979194",1177
төнге,adj,"47,54979194",1177
фирма,n,"47,38819537",1173
алкоголь,n,"47,34779623",1172
аңлашыл,v,"47,26699794",1170
көндәшлек,n,"47,2265988",1169
эстрада,n,"47,18619965",1168
рәислек,n,"47,14580051",1167
фатирлы,adj,"47,14580051",1167
билет,n,"47,10540137",1166
күпсанлы,adj,"47,10540137",1166
ферма,n,"47,06500222",1165
сәясәтче,n,"47,02460308",1164
классик,adj,"46,8630065",1160
н,ltr,"46,8630065",1160
фирка,n,"46,78220822",1158
реклама,n,"46,62061164",1154
туклан,v,"46,53981336",1152
яңарту,n,"46,45901507",1150
батыр,n,"46,37821678",1148
алыштыр,v,"46,29741849",1146
кунакханә,n,"46,29741849",1146
сөр,v,"46,01462449",1139
кадерле,adj,"45,97422535",1138
ярый,ij,"45,9338262",1137
моң,n,"45,85302792",1135
вице-премьер,n,"45,81262877",1134
күзәтчелек,n,"45,81262877",1134
шәкерт,n,"45,81262877",1134
исхаков,n,"45,73183049",1132
поезд,n,"45,69143134",1131
метро,n,"45,52983477",1127
берьюлы,adv,"45,44903648",1125
ракета,n,"45,44903648",1125
чәчү,n,"45,40863734",1124
фаҗига,n,"45,36823819",1123
тарихчы,n,"45,32783905",1122
француз,n,"45,20664162",1119
данлыклы,adj,"44,96424676",1113
комплекслы,adj,"44,92384761",1112
үсмер,n,"44,84304933",1110
лаеш,adj,"44,76225104",1108
мәшһүр,adj,"44,76225104",1108
территориаль,adj,"44,76225104",1108
