lemma,POS,freq,ipm
фигыль,n,4861,"41,90517241"
эфир,n,4861,"41,90517241"
очрат,v,4859,"41,88793103"
туплау,n,4859,"41,88793103"
ватандаш,n,4858,"41,87931034"
балкы,v,4856,"41,86206897"
ау,v,4852,"41,82758621"
алмаш,v,4846,"41,77586207"
менә бу,det,4846,"41,77586207"
мәшгуль,adj,4846,"41,77586207"
сыз,v,4846,"41,77586207"
калын,adj,4845,"41,76724138"
поселок,n,4843,"41,75"
мәл,n,4826,"41,60344828"
судья,n,4824,"41,5862069"
өй,v,4824,"41,5862069"
президиум,n,4822,"41,56896552"
бензин,n,4821,"41,56034483"
сюжет,n,4821,"41,56034483"
нәни,adj,4813,"41,49137931"
чакырт,v,4811,"41,47413793"
сәүдәгәр,n,4805,"41,42241379"
бурычлы,adj,4794,"41,32758621"
охшаш,adj,4787,"41,26724138"
булышлык,n,4783,"41,23275862"
вәгазь,n,4782,"41,22413793"
шаула,v,4779,"41,19827586"
кап,n,4777,"41,18103448"
эләктер,v,4776,"41,17241379"
ришвәт,n,4770,"41,12068966"
зурла,v,4768,"41,10344828"
характер,n,4765,"41,07758621"
казна,n,4763,"41,06034483"
бәйсез,adj,4756,41
явыз,adj,4753,"40,97413793"
практика,n,4750,"40,94827586"
ага,n,4741,"40,87068966"
редактор,n,4738,"40,84482759"
җен,n,4737,"40,8362069"
ераклык,n,4733,"40,80172414"
фирка,n,4731,"40,78448276"
әкрен,adj,4731,"40,78448276"
призлы,adj,4728,"40,75862069"
сак,adj,4728,"40,75862069"
агай,n,4717,"40,6637931"
әйтмешли,adv,4716,"40,65517241"
статистика,n,4714,"40,63793103"
сабырлык,n,4703,"40,54310345"
ачулан,v,4697,"40,49137931"
чимал,n,4695,"40,47413793"
сәясәтче,n,4693,"40,45689655"
терәк,n,4693,"40,45689655"
сайлаучы,n,4692,"40,44827586"
километр,n,4688,"40,4137931"
эшләт,v,4688,"40,4137931"
ялгыш,v,4687,"40,40517241"
волейбол,n,4673,"40,28448276"
кулай,adj,4671,"40,26724138"
христиан,n,4666,"40,22413793"
яхшыла,v,4665,"40,21551724"
биләмә,n,4664,"40,20689655"
сакчы,n,4659,"40,1637931"
афәт,n,4648,"40,06896552"
намуслы,adj,4648,"40,06896552"
уенчык,n,4643,"40,02586207"
регион,n,4642,"40,01724138"
җәнлек,n,4641,"40,00862069"
сукыр,n,4637,"39,97413793"
аяз,adj,4636,"39,96551724"
данә,n,4628,"39,89655172"
каш,n,4624,"39,86206897"
мәче,n,4621,"39,8362069"
ресторан,n,4621,"39,8362069"
күмәк,adj,4620,"39,82758621"
әз,adj,4620,"39,82758621"
чишү,n,4616,"39,79310345"
метро,n,4611,"39,75"
тартып ал,v,4610,"39,74137931"
төбәкара,adj,4607,"39,71551724"
үпкәлә,v,4605,"39,69827586"
күп балалы,adj,4598,"39,63793103"
авырт,v,4595,"39,61206897"
штаб,n,4595,"39,61206897"
итек,n,4587,"39,54310345"
оператор,n,4585,"39,52586207"
ризалык,n,4584,"39,51724138"
инфекцияле,adj,4583,"39,50862069"
турист,n,4581,"39,49137931"
илә,v,4575,"39,43965517"
чокы,v,4575,"39,43965517"
үлчәү,n,4571,"39,40517241"
интек,v,4570,"39,39655172"
түземсезлә,v,4570,"39,39655172"
урак,n,4566,"39,36206897"
ачыклык,n,4562,"39,32758621"
боерык,n,4562,"39,32758621"
изгелек,n,4562,"39,32758621"
санитар,n,4552,"39,24137931"
шаһит,n,4552,"39,24137931"
кластер,n,4549,"39,21551724"
консультатив,adj,4547,"39,19827586"
оешканлык,n,4545,"39,18103448"
часть,n,4545,"39,18103448"
тәүфыйклы,adj,4543,"39,1637931"
империя,n,4539,"39,12931034"
шу,v,4538,"39,12068966"
руль,n,4536,"39,10344828"
кнәз,n,4532,"39,06896552"
яңарыш,n,4532,"39,06896552"
шөгыль,n,4528,"39,03448276"
кайчак,adv,4526,"39,01724138"
эстафета,n,4523,"38,99137931"
вагон,n,4522,"38,98275862"
янәшә,adj,4518,"38,94827586"
ниятлән,v,4517,"38,93965517"
тол,n,4515,"38,92241379"
койма,n,4514,"38,9137931"
чисталык,n,4514,"38,9137931"
кирәк-ярак,n,4512,"38,89655172"
яндыр,v,4511,"38,88793103"
акмал,n,4510,"38,87931034"
пыяла,n,4510,"38,87931034"
комплекслы,adj,4503,"38,81896552"
татарча,n,4500,"38,79310345"
барлыкка килү,n,4498,"38,77586207"
камера,n,4498,"38,77586207"
үпкә,n,4498,"38,77586207"
зурлык,n,4497,"38,76724138"
рәислек,n,4497,"38,76724138"
бертөркем,n,4494,"38,74137931"
муниципалитет,n,4491,"38,71551724"
абруйлы,adj,4490,"38,70689655"
реаль,adj,4488,"38,68965517"
фактор,n,4486,"38,67241379"
итәк,n,4483,"38,64655172"
бирем,n,4482,"38,63793103"
ташлама,n,4480,"38,62068966"
шиклән,v,4477,"38,59482759"
меңләп,adv,4470,"38,53448276"
мактан,v,4469,"38,52586207"
костюм,n,4462,"38,46551724"
гомум,n,4461,"38,45689655"
билгесез,adj,4460,"38,44827586"
бозау,n,4460,"38,44827586"
җитешсезлек,n,4460,"38,44827586"
муниципальара,adv,4458,"38,43103448"
оят,n,4456,"38,4137931"
психологик,adj,4456,"38,4137931"
көпә,n,4443,"38,30172414"
сөекле,adj,4434,"38,22413793"
капитан,n,4432,"38,20689655"
комсомол,n,4430,"38,18965517"
фәндәс,adj,4430,"38,18965517"
кафе,n,4429,"38,18103448"
грипп,n,4428,"38,17241379"
көллият,n,4424,"38,13793103"
тузан,n,4423,"38,12931034"
буяу,n,4421,"38,11206897"
шагыйрә,n,4416,"38,06896552"
буран,n,4415,"38,06034483"
экспозиция,n,4414,"38,05172414"
агросәнәгать,n,4412,"38,03448276"
бертигез,adv,4412,"38,03448276"
кайчан,prn,4412,"38,03448276"
сөрт,v,4412,"38,03448276"
тырышу,n,4404,"37,96551724"
мескен,adj,4401,"37,93965517"
океан,n,4400,"37,93103448"
юлга чык,v,4399,"37,92241379"
профсоюз,n,4398,"37,9137931"
мошенниклык,n,4393,"37,87068966"
гает,n,4392,"37,86206897"
ату,n,4391,"37,85344828"
өзек,n,4390,"37,84482759"
сандугач,n,4386,"37,81034483"
бәрелеш,n,4385,"37,80172414"
интервью,n,4385,"37,80172414"
музыкант,n,4385,"37,80172414"
көнлек,adj,4383,"37,78448276"
гаделлек,n,4382,"37,77586207"
сайра,v,4381,"37,76724138"
чит ил,adj,4376,"37,72413793"
өләш,v,4375,"37,71551724"
стратегия,n,4371,"37,68103448"
бишбүләк,n,4370,"37,67241379"
тыл,n,4368,"37,65517241"
бәйсезлек,n,4367,"37,64655172"
кайвакыт,adv,4366,"37,63793103"
ярлы,adj,4366,"37,63793103"
группа,n,4365,"37,62931034"
фатирлы,adj,4364,"37,62068966"
карак,n,4360,"37,5862069"
кип,v,4360,"37,5862069"
активист,n,4358,"37,56896552"
коммунист,n,4357,"37,56034483"
үч,n,4355,"37,54310345"
планета,n,4351,"37,50862069"
мәгълумат,n,4349,"37,49137931"
өстәп,post,4347,"37,47413793"
фикерлә,v,4346,"37,46551724"
бөртекле,adj,4344,"37,44827586"
кичен,adv,4343,"37,43965517"
кызык,v,4339,"37,40517241"
мәгърифәтле,adj,4336,"37,37931034"
пычак,n,4336,"37,37931034"
фараз,n,4336,"37,37931034"
наркоконтроль,n,4335,"37,37068966"
күчтәнәч,n,4333,"37,35344828"
мохтаҗ,n,4329,"37,31896552"
суган,n,4329,"37,31896552"
төр,v,4328,"37,31034483"
ветеринария,n,4326,"37,29310345"
серияле,adj,4326,"37,29310345"
премьера,n,4325,"37,28448276"
һәрдаим,adv,4325,"37,28448276"
демократик,adj,4322,"37,25862069"
иртә,adv,4322,"37,25862069"
либераль,adj,4302,"37,0862069"
лаборатория,n,4301,"37,07758621"
пәрдә,n,4298,"37,05172414"
тормышка аш,v,4297,"37,04310345"
тынлык,n,4294,"37,01724138"
юкса,cnjsub,4294,"37,01724138"
күбәй,v,4292,37
участковый,n,4292,37
чүп-чар,n,4292,37
хәзрәти,adj,4291,"36,99137931"
компонентлы,adj,4289,"36,97413793"
яра,n,4288,"36,96551724"
саулык,n,4287,"36,95689655"
оял,v,4284,"36,93103448"
акбүре,n,4281,"36,90517241"
иншаллаһ,ij,4279,"36,88793103"
тарал,v,4279,"36,88793103"
дирекция,n,4277,"36,87068966"
консолидациялән,v,4277,"36,87068966"
боер,v,4275,"36,85344828"
угылы,adj,4275,"36,85344828"
яшерт,v,4274,"36,84482759"
тәгаенлә,v,4269,"36,80172414"
аз,v,4256,"36,68965517"
мультимедиа,n,4247,"36,61206897"
текстиль,n,4244,"36,5862069"
голәмә,n,4240,"36,55172414"
дөньяви,adj,4240,"36,55172414"
булдыра ал,v,4234,"36,5"
хәдис,n,4232,"36,48275862"
шахмат,n,4230,"36,46551724"
җәяүле,n,4229,"36,45689655"
зыялы,n,4228,"36,44827586"
әйдәгез,ij,4224,"36,4137931"
кояшкай,n,4222,"36,39655172"
милләтара,adj,4221,"36,38793103"
ретро,adj,4219,"36,37068966"
тыйнак,adj,4215,"36,3362069"
ясат,v,4211,"36,30172414"
проза,n,4209,"36,28448276"
инновация,n,4204,"36,24137931"
исән-сау,adj,4203,"36,23275862"
кабилә,n,4200,"36,20689655"
дипломлы,adj,4199,"36,19827586"
телеканал,n,4198,"36,18965517"
кораб,n,4194,"36,15517241"
күптәннән,adv,4190,"36,12068966"
балта,n,4187,"36,09482759"
дәваханә,n,4186,"36,0862069"
ризасызлык,n,4181,"36,04310345"
сыр,v,4178,"36,01724138"
хаҗи,n,4171,"35,95689655"
экран,n,4170,"35,94827586"
данлыклы,adj,4168,"35,93103448"
репертуар,n,4167,"35,92241379"
кичереш,n,4166,"35,9137931"
коточкыч,adj,4165,"35,90517241"
галәйһиссәлам,ideo,4163,"35,88793103"
кыңгырау,n,4163,"35,88793103"
бассейн,n,4158,"35,84482759"
шәригать,n,4156,"35,82758621"
укылыш,n,4155,"35,81896552"
сәбәпче,n,4152,"35,79310345"
вафат,n,4148,"35,75862069"
җайланма,n,4143,"35,71551724"
тоткын,n,4142,"35,70689655"
чат,n,4142,"35,70689655"
чаклы,post,4141,"35,69827586"
арыш,n,4140,"35,68965517"
берникадәр,adj,4140,"35,68965517"
бихисап,adv,4140,"35,68965517"
буя,v,4140,"35,68965517"
академик,adj,4135,"35,64655172"
кытлык,n,4130,"35,60344828"
күк,adj,4127,"35,57758621"
препарат,n,4127,"35,57758621"
терминал,n,4126,"35,56896552"
пакет,n,4124,"35,55172414"
мавык,v,4121,"35,52586207"
төтен,n,4118,"35,5"
уникаль,adj,4117,"35,49137931"
автомат,n,4115,"35,47413793"
тапта,v,4112,"35,44827586"
койрык,n,4111,"35,43965517"
өмә,n,4106,"35,39655172"
боинг,n,4102,"35,36206897"
әкренләп,adv,4102,"35,36206897"
гамьсез,adj,4101,"35,35344828"
ягымлы,adj,4101,"35,35344828"
фашист,n,4098,"35,32758621"
хезмәтчән,n,4098,"35,32758621"
клиник,adj,4096,"35,31034483"
асрама,n,4094,"35,29310345"
функция,n,4094,"35,29310345"
губерна,n,4088,"35,24137931"
югалтуларсыз,adv,4078,"35,15517241"
сумка,n,4073,"35,11206897"
комиссариат,n,4071,"35,09482759"
каза,n,4069,"35,07758621"
отышлы,adj,4064,"35,03448276"
елмаю,n,4059,"34,99137931"
ачылыш,n,4054,"34,94827586"
юклык,n,4052,"34,93103448"
теннис,n,4048,"34,89655172"
рәнҗет,v,4043,"34,85344828"
рәхәт,n,4043,"34,85344828"
туристлык,n,4043,"34,85344828"
маңгай,n,4042,"34,84482759"
рейтинг,n,4038,"34,81034483"
сувенир,n,4038,"34,81034483"
ахирәт,n,4034,"34,77586207"
тартма,n,4031,"34,75"
аю,n,4029,"34,73275862"
этәр,v,4026,"34,70689655"
ата-баба,n,4023,"34,68103448"
ныгы,v,4022,"34,67241379"
командир,n,4018,"34,63793103"
барып чык,v,4010,"34,56896552"
почетлы,adj,4010,"34,56896552"
тауар,n,4009,"34,56034483"
шул сәбәпле,cnjadv,4009,"34,56034483"
хушлаш,v,4002,"34,5"
озакламый,adv,3993,"34,42241379"
ыргыт,v,3993,"34,42241379"
җиләк,n,3990,"34,39655172"
айдаш,n,3989,"34,38793103"
сектор,n,3985,"34,35344828"
токым,n,3985,"34,35344828"
психотроп,adj,3976,"34,27586207"
фитнес,n,3974,"34,25862069"
зыян күрүче,n,3972,"34,24137931"
реформа,n,3972,"34,24137931"
мөлкәт,n,3970,"34,22413793"
усал,adj,3969,"34,21551724"
концепция,n,3963,"34,1637931"
темп,n,3963,"34,1637931"
үзаллы,adj,3959,"34,12931034"
кыз бала,n,3955,"34,09482759"
терә,v,3955,"34,09482759"
эссе,adj,3944,34
куак,n,3941,"33,97413793"
металл,n,3934,"33,9137931"
бүтән,post,3931,"33,88793103"
үкен,v,3930,"33,87931034"
фидакарь,n,3925,"33,8362069"
өяз,n,3913,"33,73275862"
ашлама,n,3907,"33,68103448"
синсез,prn,3907,"33,68103448"
трамвай,n,3906,"33,67241379"
якынай,v,3904,"33,65517241"
пристав,n,3902,"33,63793103"
теләктәшлек,n,3899,"33,61206897"
гөмбә,n,3898,"33,60344828"
егерме,num,3895,"33,57758621"
моңдый,prn,3892,"33,55172414"
хокуклы,adj,3891,"33,54310345"
тәхет,n,3882,"33,46551724"
кирпеч,n,3877,"33,42241379"
прибор,n,3877,"33,42241379"
шәрык,n,3877,"33,42241379"
яхшыр,v,3873,"33,38793103"
предмет,n,3870,"33,36206897"
пропагандала,v,3870,"33,36206897"
бушат,v,3863,"33,30172414"
география,n,3860,"33,27586207"
комачаула,v,3859,"33,26724138"
берүз,prn,3854,"33,22413793"
смена,n,3853,"33,21551724"
тан,n,3851,"33,19827586"
лаборатор,adj,3840,"33,10344828"
зар,n,3839,"33,09482759"
алгы,adj,3835,"33,06034483"
кыңгыр,n,3834,"33,05172414"
гаммәви,adj,3833,"33,04310345"
бүген,n,3831,"33,02586207"
исбатла,v,3829,"33,00862069"
меңәрлә,v,3828,33
администрация,n,3826,"32,98275862"
давыл,n,3820,"32,93103448"
сүрә,n,3820,"32,93103448"
сакал,n,3819,"32,92241379"
сиздер,v,3817,"32,90517241"
әмер,n,3808,"32,82758621"
йөкләмә,n,3805,"32,80172414"
када,v,3805,"32,80172414"
ваемсыз,adj,3802,"32,77586207"
рәистәш,n,3802,"32,77586207"
ашханә,n,3800,"32,75862069"
ант,n,3797,"32,73275862"
мәңгелек,n,3794,"32,70689655"
арын,v,3787,"32,64655172"
ассамблея,n,3786,"32,63793103"
ирешел,v,3782,"32,60344828"
чылтыр,v,3781,"32,59482759"
куәтле,adj,3777,"32,56034483"
күнекмә,n,3774,"32,53448276"
коллега,n,3773,"32,52586207"
риваять,n,3771,"32,50862069"
күрсәтмә,n,3768,"32,48275862"
сәламәтләндер,v,3766,"32,46551724"
зарурлык,n,3765,"32,45689655"
үлчә,v,3764,"32,44827586"
тишек,n,3762,"32,43103448"
ябыштыр,v,3759,"32,40517241"
механизм,n,3751,"32,3362069"
групп,n,3749,"32,31896552"
рәсмиләштер,v,3746,"32,29310345"
корпус,n,3740,"32,24137931"
үгез,n,3739,"32,23275862"
кулланылыш,n,3735,"32,19827586"
идеология,n,3732,"32,17241379"
илаһи,adj,3731,"32,1637931"
тәхкыйк,n,3729,"32,14655172"
саллы,adj,3722,"32,0862069"
иркәлә,v,3719,"32,06034483"
тирә-юнь,n,3706,"31,94827586"
юмор,n,3706,"31,94827586"
беренчел,adj,3701,"31,90517241"
кылыч,n,3701,"31,90517241"
апуш,n,3697,"31,87068966"
ярар,ij,3696,"31,86206897"
хәзерге заман,n,3690,"31,81034483"
уңайлык,n,3685,"31,76724138"
хуҗабикә,n,3680,"31,72413793"
кеш,n,3678,"31,70689655"
ботак,n,3676,"31,68965517"
майор,n,3673,"31,6637931"
өмет ит,v,3671,"31,64655172"
кәрәзле,adj,3668,"31,62068966"
рекорд,n,3668,"31,62068966"
ышану,n,3668,"31,62068966"
камыр,n,3664,"31,5862069"
буйла,v,3662,"31,56896552"
ярсы,v,3662,"31,56896552"
автобиографик,adj,3661,"31,56034483"
чиген,v,3660,"31,55172414"
шеш,n,3659,"31,54310345"
кот,n,3656,"31,51724138"
алкышла,v,3655,"31,50862069"
песи,n,3654,"31,5"
фаҗигале,adj,3654,"31,5"
кайгыр,v,3652,"31,48275862"
гәрчә,cnjsub,3650,"31,46551724"
фәлсәфи,adj,3650,"31,46551724"
тәнкыйтьче,n,3647,"31,43965517"
адаш,v,3645,"31,42241379"
төпле,adj,3645,"31,42241379"
теория,n,3644,"31,4137931"
челпәрәмә,n,3643,"31,40517241"
җиһазландыр,v,3639,"31,37068966"
аренда,n,3635,"31,3362069"
их,ij,3635,"31,3362069"
ашкын,v,3634,"31,32758621"
каравон,n,3634,"31,32758621"
партнер,n,3629,"31,28448276"
сугар,v,3628,"31,27586207"
эрет,v,3628,"31,27586207"
башка,prn,3627,"31,26724138"
мәгълүматлаштыр,v,3626,"31,25862069"
диссертация,n,3625,"31,25"
филармония,n,3623,"31,23275862"
психолог,n,3622,"31,22413793"
экспертиза,n,3621,"31,21551724"
сүк,v,3619,"31,19827586"
стакан,n,3617,"31,18103448"
искер,v,3615,"31,1637931"
җыештыр,v,3614,"31,15517241"
мәгънәле,adj,3613,"31,14655172"
мәзәк,n,3612,"31,13793103"
тарафдар,n,3609,"31,11206897"
хөрмәтлә,v,3609,"31,11206897"
зыян сал,v,3607,"31,09482759"
җәрәхәтлә,v,3606,"31,0862069"
хәйран,adj,3605,"31,07758621"
диңгез,adj,3602,"31,05172414"
стратегик,adj,3601,"31,04310345"
бәхетсезлек,n,3593,"30,97413793"
цивилизация,n,3592,"30,96551724"
шау-шу,n,3592,"30,96551724"
шеш,v,3590,"30,94827586"
хор,n,3583,"30,88793103"
канлы,adj,3579,"30,85344828"
сүт,v,3579,"30,85344828"
олыгай,v,3572,"30,79310345"
тир,n,3571,"30,78448276"
көндәшлек,n,3567,"30,75"
картай,v,3563,"30,71551724"
фарсы,n,3562,"30,70689655"
мода,n,3559,"30,68103448"
берәм,adj,3558,"30,67241379"
зәвык,n,3552,"30,62068966"
мөгезле,adj,3551,"30,61206897"
тынгы,n,3550,"30,60344828"
гафу,n,3545,"30,56034483"
чана,n,3542,"30,53448276"
тәүлеклек,n,3541,"30,52586207"
нәүрүз,n,3540,"30,51724138"
хыянәт,n,3538,"30,5"
альбом,n,3537,"30,49137931"
дучар бул,v,3536,"30,48275862"
гүзәллек,n,3535,"30,47413793"
хуш,adj,3532,"30,44827586"
патриотик,adj,3530,"30,43103448"
меңләгән,det,3526,"30,39655172"
суктыр,v,3526,"30,39655172"
лар,n,3525,"30,38793103"
ялла,v,3524,"30,37931034"
бармак,n,3522,"30,36206897"
кырымтатар,n,3521,"30,35344828"
социалистик,adj,3521,"30,35344828"
гадәттәгечә,adv,3520,"30,34482759"
таза,adj,3519,"30,3362069"
һи,ij,3518,"30,32758621"
фәрман,n,3516,"30,31034483"
литрлы,adj,3513,"30,28448276"
биология,n,3505,"30,21551724"
автономия,n,3498,"30,15517241"
ишетү,n,3496,"30,13793103"
шу,prn,3495,"30,12931034"
шулай,prn,3494,"30,12068966"
инвестицион,adj,3492,"30,10344828"
киңәш,v,3492,"30,10344828"
ибн,n,3488,"30,06896552"
кабын,v,3488,"30,06896552"
сырхауханә,n,3486,"30,05172414"
брифинг,n,3483,"30,02586207"
урындагы,adj,3481,"30,00862069"
әсир,n,3473,"29,93965517"
тешлә,v,3471,"29,92241379"
саклык,n,3469,"29,90517241"
проспект,n,3468,"29,89655172"
шаян,adj,3461,"29,8362069"
адвокат,n,3455,"29,78448276"
иярт,v,3455,"29,78448276"
урындык,n,3453,"29,76724138"
уй,v,3452,"29,75862069"
элемент,n,3446,"29,70689655"
коен,v,3443,"29,68103448"
хезмәт хакы,n,3443,"29,68103448"
модернизациялә,v,3442,"29,67241379"
пленар,adj,3439,"29,64655172"
сәхнәләштер,v,3432,"29,5862069"
телевизион,adj,3430,"29,56896552"
баштан,adv,3425,"29,52586207"
мөфтият,n,3425,"29,52586207"
акрын,adj,3424,"29,51724138"
демократия,n,3420,"29,48275862"
туйдыр,v,3416,"29,44827586"
алдыр,v,3412,"29,4137931"
хуш кил,v,3408,"29,37931034"
консерватория,n,3403,"29,3362069"
сөенеч,n,3402,"29,32758621"
эрмитаж,n,3401,"29,31896552"
биш,num,3400,"29,31034483"
ахрысы,ij,3399,"29,30172414"
кое,n,3398,"29,29310345"
әнкә,n,3395,"29,26724138"
резерв,n,3393,"29,25"
тәгәрә,v,3393,"29,25"
юрист,n,3391,"29,23275862"
җанатар,n,3388,"29,20689655"
ансыз,adj,3387,"29,19827586"
офицер,n,3387,"29,19827586"
чайка,v,3387,"29,19827586"
вертолет,n,3386,"29,18965517"
алыш,v,3385,"29,18103448"
имгән,v,3384,"29,17241379"
урысча,adv,3382,"29,15517241"
нечкәлек,n,3381,"29,14655172"
авырту,n,3373,"29,07758621"
секунд,n,3373,"29,07758621"
бала-чага,n,3371,"29,06034483"
соңга кал,v,3371,"29,06034483"
аның каравы,ij,3368,"29,03448276"
әледән,adv,3368,"29,03448276"
күпьеллык,adj,3366,"29,01724138"
арена,n,3365,"29,00862069"
мәкаль,n,3355,"28,92241379"
пост,n,3353,"28,90517241"
шәҗәрә,n,3351,"28,88793103"
бичара,adj,3350,"28,87931034"
масса,n,3349,"28,87068966"
совхоз,n,3348,"28,86206897"
ягын,v,3348,"28,86206897"
атлетика,n,3347,"28,85344828"
сынат,v,3343,"28,81896552"
ракета,n,3336,"28,75862069"
гүя,cnjsub,3334,"28,74137931"
схема,n,3331,"28,71551724"
технологик,adj,3331,"28,71551724"
әлмәтлеләр,adj,3327,"28,68103448"
ошбу,det,3326,"28,67241379"
кылан,v,3322,"28,63793103"
яһүд,n,3322,"28,63793103"
тиклем,adv,3319,"28,61206897"
ялга,v,3319,"28,61206897"
куй,n,3316,"28,5862069"
чишелеш,n,3316,"28,5862069"
милекче,n,3315,"28,57758621"
милиционер,n,3315,"28,57758621"
ун,num,3308,"28,51724138"
абыстай,n,3307,"28,50862069"
ихтимал,n,3303,"28,47413793"
юат,v,3303,"28,47413793"
йолдызлык,n,3301,"28,45689655"
күтәрел,v,3294,"28,39655172"
хоккейчы,n,3293,"28,38793103"
энә,n,3291,"28,37068966"
бюро,n,3290,"28,36206897"
мылтык,n,3286,"28,32758621"
тернәкләндер,v,3285,"28,31896552"
чыда,v,3284,"28,31034483"
модульле,adj,3282,"28,29310345"
мавыктыргыч,adj,3279,"28,26724138"
бая,adv,3278,"28,25862069"
кило,n,3278,"28,25862069"
төлке,n,3278,"28,25862069"
берлә,prn,3277,"28,25"
болга,v,3277,"28,25"
фәлсәфә,n,3276,"28,24137931"
рәхмәтле,adj,3273,"28,21551724"
буша,v,3269,"28,18103448"
тал,n,3269,"28,18103448"
тумыш,n,3267,"28,1637931"
низаг,n,3258,"28,0862069"
әткәй,n,3257,"28,07758621"
норматив,adj,3256,"28,06896552"
картлык,n,3254,"28,05172414"
тәгәрмәч,n,3254,"28,05172414"
агыл,v,3250,"28,01724138"
спиртлы,adj,3249,"28,00862069"
заявка,n,3248,28
трасса,n,3234,"27,87931034"
корпорация,n,3233,"27,87068966"
үткен,adj,3232,"27,86206897"
бомба,n,3227,"27,81896552"
исәп-хисап,n,3223,"27,78448276"
келәм,n,3221,"27,76724138"
өлге,n,3216,"27,72413793"
диалог,n,3212,"27,68965517"
химик,adj,3209,"27,6637931"
тест,n,3199,"27,57758621"
каршына,post,3196,"27,55172414"
түләүле,adj,3196,"27,55172414"
шундыйлар,prn,3192,"27,51724138"
юлчы,n,3191,"27,50862069"
офык,n,3186,"27,46551724"
ау,n,3184,"27,44827586"
интеллектуаль,adj,3184,"27,44827586"
шәһри,adj,3182,"27,43103448"
кабыз,v,3180,"27,4137931"
тамга,n,3180,"27,4137931"
сәдака,n,3178,"27,39655172"
методика,n,3177,"27,38793103"
россияле,n,3172,"27,34482759"
ул,det,3170,"27,32758621"
шул,det,3170,"27,32758621"
якынайт,v,3170,"27,32758621"
кишәрлек,n,3169,"27,31896552"
берничек,adv,3168,"27,31034483"
башлы,adj,3164,"27,27586207"
җиңеләйт,v,3162,"27,25862069"
танк,n,3158,"27,22413793"
йон,n,3157,"27,21551724"
саммит,n,3157,"27,21551724"
тез,n,3154,"27,18965517"
алан,n,3153,"27,18103448"
аяныч,adj,3149,"27,14655172"
офис,n,3149,"27,14655172"
хасил,adj,3147,"27,12931034"
суй,v,3146,"27,12068966"
компенсация,n,3144,"27,10344828"
коридор,n,3144,"27,10344828"
нарат,n,3138,"27,05172414"
зинһар,ij,3137,"27,04310345"
нигъмәт,n,3137,"27,04310345"
башта,adj,3136,"27,03448276"
тәрҗемәи,adj,3134,"27,01724138"
һичьюк,prn,3132,27
нисбәтле,adj,3131,"26,99137931"
галәйһиссәләм,ideo,3130,"26,98275862"
күзәтүче,n,3130,"26,98275862"
төзек,adj,3129,"26,97413793"
загс,n,3128,"26,96551724"
процедура,n,3126,"26,94827586"
ачыл,v,3125,"26,93965517"
пычрак,adj,3125,"26,93965517"
томан,n,3125,"26,93965517"
ләззәт,n,3123,"26,92241379"
шифаханә,n,3119,"26,88793103"
горур,adj,3116,"26,86206897"
авиатөзелеш,n,3115,"26,85344828"
алышын,v,3115,"26,85344828"
сандык,n,3115,"26,85344828"
тасма,n,3115,"26,85344828"
календарь,n,3113,"26,8362069"
спикер,n,3112,"26,82758621"
югалып кал,v,3112,"26,82758621"
спартакиада,n,3108,"26,79310345"
бусага,n,3106,"26,77586207"
җитез,adj,3101,"26,73275862"
призер,n,3099,"26,71551724"
протест,n,3098,"26,70689655"
татулык,n,3098,"26,70689655"
тирәнтен,adv,3098,"26,70689655"
гражданин,n,3095,"26,68103448"
чәршәмбе,n,3090,"26,63793103"
куп,v,3087,"26,61206897"
тынычландыр,v,3086,"26,60344828"
алка,n,3085,"26,59482759"
алман,n,3085,"26,59482759"
тукы,v,3085,"26,59482759"
тәүбә,n,3085,"26,59482759"
дистәләгән,det,3082,"26,56896552"
терел,v,3081,"26,56034483"
табак,n,3080,"26,55172414"
исәнлек,n,3079,"26,54310345"
тәрҗемәче,n,3078,"26,53448276"
һай,ideo,3078,"26,53448276"
багланыш,n,3075,"26,50862069"
тәбрик,n,3069,"26,45689655"
шыпла,v,3069,"26,45689655"
фельдшер,n,3068,"26,44827586"
тоташ,adj,3067,"26,43965517"
грамм,n,3064,"26,4137931"
кавем,n,3062,"26,39655172"
баскет,n,3061,"26,38793103"
колония,n,3061,"26,38793103"
ботка,n,3055,"26,3362069"
кеби,post,3046,"26,25862069"
түгеллек,n,3046,"26,25862069"
мөдәррис,n,3042,"26,22413793"
байрак,n,3041,"26,21551724"
куе,adj,3041,"26,21551724"
экспонат,n,3040,"26,20689655"
энциклопедия,n,3039,"26,19827586"
стаж,n,3038,"26,18965517"
профилактика,n,3032,"26,13793103"
хакындагы,post,3032,"26,13793103"
тәңкә,n,3030,"26,12068966"
табын,v,3029,"26,11206897"
латин,n,3028,"26,10344828"
региональ,adj,3023,"26,06034483"
я,ij,3022,"26,05172414"
очко,n,3021,"26,04310345"
йөз,num,3019,"26,02586207"
уйнат,v,3019,"26,02586207"
мохтәрият,n,3017,"26,00862069"
аксакал,n,3015,"25,99137931"
сценарий,n,3012,"25,96551724"
кичектер,v,3008,"25,93103448"
балчык,n,3007,"25,92241379"
үзалды,prn,3007,"25,92241379"
мөхтәсиб,n,3005,"25,90517241"
эшсезлек,n,3003,"25,88793103"
күбәләк,n,3001,"25,87068966"
абзар,n,3000,"25,86206897"
холдинг,n,2998,"25,84482759"
